palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
naftalina,"['naf', 'ta', 'li', 'na']",naf·ta·li·na,nome feminino,"['na', 'fə', 'ta', 'lˈĩ', 'nɐ ou na', 'fə', 'ta', 'lˈĩ', 'nɐ']",na.fə.ta.lˈĩ.nɐ ou na.fə.ta.lˈĩ.nɐ,2,penultima,ta,lˈĩ,nɐ
naga,"['na', 'ga']",na·ga,nome feminino,"['nˈa', 'gɐ']",nˈa.gɐ,2,penultima,,nˈa,gɐ
naïf,"['na', 'ïf']",na·ïf,adjetivo,[''],,1,ultima,,,
naïf,"['na', 'ïf']",na·ïf,nome masculino,['ou'],ou,2,penultima,,,ou
naifa,"['nai', 'fa']",nai·fa,nome feminino,"['nˈaj', 'fɐ']",nˈaj.fɐ,2,penultima,,nˈaj,fɐ
naipe,"['nai', 'pe']",nai·pe,nome masculino,"['nˈaj', 'pɪ']",nˈaj.pɪ,2,penultima,,nˈaj,pɪ
naira,"['nai', 'ra']",nai·ra,nome masculino,"['nˈaj', 'ɾɐ']",nˈaj.ɾɐ,2,penultima,,nˈaj,ɾɐ
naïve,"['na', 'ï', 've']",na·ï·ve,adjetivo,[''],,2,penultima,,,
nalga,"['nal', 'ga']",nal·ga,nome feminino,"['nˈaw', 'gɐ']",nˈaw.gɐ,2,penultima,,nˈaw,gɐ
nalgada,"['nal', 'ga', 'da']",nal·ga·da,nome feminino,"['naw', 'gˈa', 'dɐ']",naw.gˈa.dɐ,2,penultima,naw,gˈa,dɐ
nalgum,"['nal', 'gum']",nal·gum,,"['naw', 'gˈũ']",naw.gˈũ,1,ultima,,naw,gˈũ
namibiano,"['na', 'mi', 'bi', 'a', 'no']",na·mi·bi·a·no,nome masculino,"['nã', 'mi', 'bi', 'ˈɐ̃', 'nʊ']",nã.mi.bi.ˈɐ̃.nʊ,2,penultima,bi,ˈɐ̃,nʊ
namibiano,"['na', 'mi', 'bi', 'a', 'no']",na·mi·bi·a·no,adjetivo,"['nã', 'mi', 'bi', 'ˈɐ̃', 'nʊ']",nã.mi.bi.ˈɐ̃.nʊ,2,penultima,bi,ˈɐ̃,nʊ
namoradeira,"['na', 'mo', 'ra', 'dei', 'ra']",na·mo·ra·dei·ra,nome feminino,"['nã', 'mo', 'ɾa', 'dˈej', 'ɾɐ']",nã.mo.ɾa.dˈej.ɾɐ,2,penultima,ɾa,dˈej,ɾɐ
namoradeiro,"['na', 'mo', 'ra', 'dei', 'ro']",na·mo·ra·dei·ro,adjetivo,"['nã', 'mo', 'ɾa', 'dˈej', 'ɾʊ']",nã.mo.ɾa.dˈej.ɾʊ,2,penultima,ɾa,dˈej,ɾʊ
namoradeiro,"['na', 'mo', 'ra', 'dei', 'ro']",na·mo·ra·dei·ro,nome masculino,"['nã', 'mo', 'ɾa', 'dˈej', 'ɾʊ']",nã.mo.ɾa.dˈej.ɾʊ,2,penultima,ɾa,dˈej,ɾʊ
namorado,"['na', 'mo', 'ra', 'do']",na·mo·ra·do,adjetivo,"['nã', 'mo', 'ɾˈa', 'dʊ']",nã.mo.ɾˈa.dʊ,2,penultima,mo,ɾˈa,dʊ
