palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
tacto,"['tac', 'to']",tac·to,nome masculino,"['tˈa', 'kə', 'tʊ']",tˈa.kə.tʊ,2,penultima,tˈa,kə,tʊ
tacula,"['ta', 'cu', 'la']",ta·cu·la,nome feminino,"['ta', 'kˈu', 'lɐ']",ta.kˈu.lɐ,2,penultima,ta,kˈu,lɐ
taekwondo,"['ta', 'ek', 'won', 'do']",ta·ek·won·do,nome masculino,[''],,2,penultima,,,
tael,"['ta', 'el']",ta·el,nome masculino,"['ta', 'ˈɛw']",ta.ˈɛw,1,ultima,,ta,ˈɛw
tafetá,"['ta', 'fe', 'tá']",ta·fe·tá,nome masculino,"['ta', 'fe', 'tˈa']",ta.fe.tˈa,1,ultima,ta,fe,tˈa
tagana,"['ta', 'ga', 'na']",ta·ga·na,nome feminino,"['ta', 'gˈɐ̃', 'nɐ']",ta.gˈɐ̃.nɐ,2,penultima,ta,gˈɐ̃,nɐ
tagarela,"['ta', 'ga', 're', 'la']",ta·ga·re·la,nome masculino,"['ta', 'ga', 'ɾˈɛ', 'lɐ']",ta.ga.ɾˈɛ.lɐ,2,penultima,ga,ɾˈɛ,lɐ
tagarela,"['ta', 'ga', 're', 'la']",ta·ga·re·la,nome feminino,"['ta', 'ga', 'ɾˈɛ', 'lɐ']",ta.ga.ɾˈɛ.lɐ,2,penultima,ga,ɾˈɛ,lɐ
tagarela,"['ta', 'ga', 're', 'la']",ta·ga·re·la,adjetivo,"['ta', 'ga', 'ɾˈɛ', 'lɐ']",ta.ga.ɾˈɛ.lɐ,2,penultima,ga,ɾˈɛ,lɐ
tagarelar,"['ta', 'ga', 're', 'lar']",ta·ga·re·lar,verbo,"['ta', 'ga', 'ɾe', 'lˈa']",ta.ga.ɾe.lˈa,1,ultima,ga,ɾe,lˈa
tagarelice,"['ta', 'ga', 're', 'li', 'ce']",ta·ga·re·li·ce,nome feminino,"['ta', 'ga', 'ɾe', 'lˈi', 'sɪ']",ta.ga.ɾe.lˈi.sɪ,2,penultima,ɾe,lˈi,sɪ
tagarra,"['ta', 'gar', 'ra']",ta·gar·ra,nome feminino,"['ta', 'gˈa', 'ɦɐ']",ta.gˈa.ɦɐ,2,penultima,ta,gˈa,ɦɐ
tágide,"['tá', 'gi', 'de']",tá·gi·de,nome feminino,"['tˈa', 'ʒi', 'dʒɪ']",tˈa.ʒi.dʒɪ,3,antepenultima,tˈa,ʒi,dʒɪ
tai,['tai'],tai,adjetivo,['tˈaj'],tˈaj,1,ultima,,,tˈaj
tai,['tai'],tai,nome masculino,['tˈaj'],tˈaj,1,ultima,,,tˈaj
tai,['tai'],tai,nome feminino,['tˈaj'],tˈaj,1,ultima,,,tˈaj
taifa,"['tai', 'fa']",tai·fa,nome feminino,"['tˈaj', 'fɐ']",tˈaj.fɐ,2,penultima,,tˈaj,fɐ
taiga,"['tai', 'ga']",tai·ga,nome feminino,"['tˈaj', 'gɐ']",tˈaj.gɐ,2,penultima,,tˈaj,gɐ
tailandês,"['tai', 'lan', 'dês']",tai·lan·dês,adjetivo,"['taj', 'lɐ̃', 'dˈeʃ']",taj.lɐ̃.dˈeʃ,1,ultima,taj,lɐ̃,dˈeʃ
tailandês,"['tai', 'lan', 'dês']",tai·lan·dês,nome masculino,"['taj', 'lɐ̃', 'dˈeʃ']",taj.lɐ̃.dˈeʃ,1,ultima,taj,lɐ̃,dˈeʃ
tailandesa,"['tai', 'lan', 'de', 'sa']",tai·lan·de·sa,nome feminino,"['taj', 'lɐ̃', 'dˈe', 'zɐ']",taj.lɐ̃.dˈe.zɐ,2,penultima,lɐ̃,dˈe,zɐ
tailleur,"['tail', 'leur']",tail·leur,nome masculino,[''],,1,ultima,,,
taina,"['tai', 'na']",tai·na,nome feminino,"['tˈãj', 'nɐ']",tˈãj.nɐ,2,penultima,,tˈãj,nɐ
tainar,"['tai', 'nar']",tai·nar,verbo,"['tãj', 'nˈa']",tãj.nˈa,1,ultima,,tãj,nˈa
tainha,"['ta', 'i', 'nha']",ta·i·nha,nome feminino,"['ta', 'ˈĩ', 'ɲɐ']",ta.ˈĩ.ɲɐ,2,penultima,ta,ˈĩ,ɲɐ
taipa,"['tai', 'pa']",tai·pa,nome feminino,"['tˈaj', 'pɐ']",tˈaj.pɐ,2,penultima,,tˈaj,pɐ
taipal,"['tai', 'pal']",tai·pal,nome masculino,"['taj', 'pˈaw']",taj.pˈaw,1,ultima,,taj,pˈaw
taipar,"['tai', 'par']",tai·par,verbo,"['taj', 'pˈa']",taj.pˈa,1,ultima,,taj,pˈa
taira,"['tai', 'ra']",tai·ra,nome feminino,"['tˈaj', 'ɾɐ']",tˈaj.ɾɐ,2,penultima,,tˈaj,ɾɐ
tais,['tais'],tais,nome masculino,['tˈajʃ'],tˈajʃ,1,ultima,,,tˈajʃ
taitiana,"['tai', 'ti', 'a', 'na']",tai·ti·a·na,nome feminino,"['taj', 'tʃi', 'ˈɐ̃', 'nɐ']",taj.tʃi.ˈɐ̃.nɐ,2,penultima,tʃi,ˈɐ̃,nɐ
taitiano,"['tai', 'ti', 'a', 'no']",tai·ti·a·no,adjetivo,"['taj', 'tʃi', 'ˈɐ̃', 'nʊ']",taj.tʃi.ˈɐ̃.nʊ,2,penultima,tʃi,ˈɐ̃,nʊ
taitiano,"['tai', 'ti', 'a', 'no']",tai·ti·a·no,nome masculino,"['taj', 'tʃi', 'ˈɐ̃', 'nʊ']",taj.tʃi.ˈɐ̃.nʊ,2,penultima,tʃi,ˈɐ̃,nʊ
taiwanês,"['tai', 'wa', 'nês']",tai·wa·nês,adjetivo,"['taj', 'wa', 'nˈeʃ']",taj.wa.nˈeʃ,1,ultima,taj,wa,nˈeʃ
taiwanês,"['tai', 'wa', 'nês']",tai·wa·nês,nome masculino,"['taj', 'wa', 'nˈeʃ']",taj.wa.nˈeʃ,1,ultima,taj,wa,nˈeʃ
taiwanesa,"['tai', 'wa', 'ne', 'sa']",tai·wa·ne·sa,nome feminino,"['taj', 'wa', 'nˈe', 'zɐ']",taj.wa.nˈe.zɐ,2,penultima,wa,nˈe,zɐ
tajique,"['ta', 'ji', 'que']",ta·ji·que,adjetivo,"['ta', 'ʒˈi', 'kɪ']",ta.ʒˈi.kɪ,2,penultima,ta,ʒˈi,kɪ
tajique,"['ta', 'ji', 'que']",ta·ji·que,nome masculino,"['ta', 'ʒˈi', 'kɪ']",ta.ʒˈi.kɪ,2,penultima,ta,ʒˈi,kɪ
taka,"['ta', 'ka']",ta·ka,nome masculino,[''],,2,penultima,,,
take,"['ta', 'ke']",ta·ke,nome masculino,[''],,2,penultima,,,
tal,['tal'],tal,pronome,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,artigo,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,nome masculino,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,advérbio,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,pronome,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,adjetivo,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tal,['tal'],tal,nome feminino,['tˈaw'],tˈaw,1,ultima,,,tˈaw
tala,"['ta', 'la']",ta·la,nome feminino,"['tˈa', 'lɐ']",tˈa.lɐ,2,penultima,,tˈa,lɐ
tala,"['ta', 'la']",ta·la,nome masculino,"['tˈa', 'lɐ']",tˈa.lɐ,2,penultima,,tˈa,lɐ
tálamo,"['tá', 'la', 'mo']",tá·la·mo,nome masculino,"['tˈa', 'lã', 'mʊ']",tˈa.lã.mʊ,3,antepenultima,tˈa,lã,mʊ
talante,"['ta', 'lan', 'te']",ta·lan·te,nome masculino,"['ta', 'lˈɐ̃', 'tʃɪ']",ta.lˈɐ̃.tʃɪ,2,penultima,ta,lˈɐ̃,tʃɪ
talão,"['ta', 'lão']",ta·lão,nome masculino,"['ta', 'lˈɐ̃w']",ta.lˈɐ̃w,1,ultima,,ta,lˈɐ̃w
talar,"['ta', 'lar']",ta·lar,verbo,"['ta', 'lˈa']",ta.lˈa,1,ultima,,ta,lˈa
talar,"['ta', 'lar']",ta·lar,adjetivo,"['ta', 'lˈa']",ta.lˈa,1,ultima,,ta,lˈa
talassa,"['ta', 'las', 'sa']",ta·las·sa,nome masculino,"['ta', 'lˈa', 'sɐ']",ta.lˈa.sɐ,2,penultima,ta,lˈa,sɐ
talassa,"['ta', 'las', 'sa']",ta·las·sa,adjetivo,"['ta', 'lˈa', 'sɐ']",ta.lˈa.sɐ,2,penultima,ta,lˈa,sɐ
talassa,"['ta', 'las', 'sa']",ta·las·sa,nome feminino,"['ta', 'lˈa', 'sɐ']",ta.lˈa.sɐ,2,penultima,ta,lˈa,sɐ
talassemia,"['ta', 'las', 'se', 'mi', 'a']",ta·las·se·mi·a,nome feminino,"['ta', 'la', 'sẽ', 'mˈi', 'ɐ']",ta.la.sẽ.mˈi.ɐ,2,penultima,sẽ,mˈi,ɐ
talassoterapia,"['ta', 'las', 'so', 'te', 'ra', 'pi', 'a']",ta·las·so·te·ra·pi·a,nome feminino,"['ta', 'la', 'so', 'te', 'ɾa', 'pˈi', 'ɐ']",ta.la.so.te.ɾa.pˈi.ɐ,2,penultima,ɾa,pˈi,ɐ
talco,"['tal', 'co']",tal·co,nome masculino,"['tˈaw', 'kʊ']",tˈaw.kʊ,2,penultima,,tˈaw,kʊ
talento,"['ta', 'len', 'to']",ta·len·to,nome masculino,"['ta', 'lˈẽ', 'tʊ']",ta.lˈẽ.tʊ,2,penultima,ta,lˈẽ,tʊ
talentosamente,"['ta', 'len', 'to', 'sa', 'men', 'te']",ta·len·to·sa·men·te,advérbio,"['ta', 'lẽ', 'tɔ', 'zã', 'mˈẽ', 'tʃɪ']",ta.lẽ.tɔ.zã.mˈẽ.tʃɪ,2,penultima,zã,mˈẽ,tʃɪ
talentoso,"['ta', 'len', 'to', 'so']",ta·len·to·so,adjetivo,"['ta', 'lẽ', 'tˈo', 'zʊ']",ta.lẽ.tˈo.zʊ,2,penultima,lẽ,tˈo,zʊ
talha,"['ta', 'lha']",ta·lha,nome feminino,"['tˈa', 'ʎɐ']",tˈa.ʎɐ,2,penultima,,tˈa,ʎɐ
talhada,"['ta', 'lha', 'da']",ta·lha·da,nome feminino,"['ta', 'ʎˈa', 'dɐ']",ta.ʎˈa.dɐ,2,penultima,ta,ʎˈa,dɐ
talhadia,"['ta', 'lha', 'di', 'a']",ta·lha·di·a,nome feminino,"['ta', 'ʎa', 'dʒˈi', 'ɐ']",ta.ʎa.dʒˈi.ɐ,2,penultima,ʎa,dʒˈi,ɐ
