palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
especulativamente,"['es', 'pe', 'cu', 'la', 'ti', 'va', 'men', 'te']",es·pe·cu·la·ti·va·men·te,advérbio,"['iʃ', 'pe', 'ku', 'la', 'tʃi', 'vã', 'mˈẽ', 'tʃɪ']",iʃ.pe.ku.la.tʃi.vã.mˈẽ.tʃɪ,2,penultima,vã,mˈẽ,tʃɪ
especulativo,"['es', 'pe', 'cu', 'la', 'ti', 'vo']",es·pe·cu·la·ti·vo,adjetivo,"['iʃ', 'pe', 'ku', 'la', 'tʃˈi', 'vʊ']",iʃ.pe.ku.la.tʃˈi.vʊ,2,penultima,la,tʃˈi,vʊ
espedir,"['es', 'pe', 'dir']",es·pe·dir,verbo,"['iʃ', 'pe', 'dʒˈi']",iʃ.pe.dʒˈi,1,ultima,iʃ,pe,dʒˈi
espeleologia,"['es', 'pe', 'le', 'o', 'lo', 'gi', 'a']",es·pe·le·o·lo·gi·a,nome feminino,"['iʃ', 'pe', 'ljo', 'lo', 'ʒˈi', 'ɐ']",iʃ.pe.ljo.lo.ʒˈi.ɐ,2,penultima,lo,ʒˈi,ɐ
espeleológico,"['es', 'pe', 'le', 'o', 'ló', 'gi', 'co']",es·pe·le·o·ló·gi·co,adjetivo,"['iʃ', 'pe', 'ljo', 'lˈɔ', 'ʒi', 'kʊ']",iʃ.pe.ljo.lˈɔ.ʒi.kʊ,3,antepenultima,lˈɔ,ʒi,kʊ
espeleologista,"['es', 'pe', 'le', 'o', 'lo', 'gis', 'ta']",es·pe·le·o·lo·gis·ta,nome masculino,"['iʃ', 'pe', 'ljo', 'lo', 'ʒˈiʃ', 'tɐ ou iʃ', 'pe', 'ljo', 'lo', 'ʒˈiʃ', 'tɐ']",iʃ.pe.ljo.lo.ʒˈiʃ.tɐ ou iʃ.pe.ljo.lo.ʒˈiʃ.tɐ,2,penultima,lo,ʒˈiʃ,tɐ
espeleólogo,"['es', 'pe', 'le', 'ó', 'lo', 'go']",es·pe·le·ó·lo·go,nome masculino,"['iʃ', 'pe', 'ljˈɔ', 'lo', 'gʊ']",iʃ.pe.ljˈɔ.lo.gʊ,3,antepenultima,ljˈɔ,lo,gʊ
espelhado,"['es', 'pe', 'lha', 'do']",es·pe·lha·do,adjetivo,"['iʃ', 'pe', 'ʎˈa', 'dʊ']",iʃ.pe.ʎˈa.dʊ,2,penultima,pe,ʎˈa,dʊ
espelhamento,"['es', 'pe', 'lha', 'men', 'to']",es·pe·lha·men·to,nome masculino,"['iʃ', 'pe', 'ʎã', 'mˈẽ', 'tʊ']",iʃ.pe.ʎã.mˈẽ.tʊ,2,penultima,ʎã,mˈẽ,tʊ
espelhar,"['es', 'pe', 'lhar']",es·pe·lhar,verbo,"['iʃ', 'pe', 'ʎˈa']",iʃ.pe.ʎˈa,1,ultima,iʃ,pe,ʎˈa
