palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
proceder,"['pro', 'ce', 'der']",pro·ce·der,nome masculino,"['pɾo', 'se', 'dˈe']",pɾo.se.dˈe,1,ultima,pɾo,se,dˈe
procedido,"['pro', 'ce', 'di', 'do']",pro·ce·di·do,nome masculino,"['pɾo', 'se', 'dʒˈi', 'dʊ']",pɾo.se.dʒˈi.dʊ,2,penultima,se,dʒˈi,dʊ
procedimento,"['pro', 'ce', 'di', 'men', 'to']",pro·ce·di·men·to,nome masculino,"['pɾo', 'se', 'dʒĩ', 'mˈẽ', 'tʊ']",pɾo.se.dʒĩ.mˈẽ.tʊ,2,penultima,dʒĩ,mˈẽ,tʊ
procela,"['pro', 'ce', 'la']",pro·ce·la,nome feminino,"['pɾo', 'sˈɛ', 'lɐ']",pɾo.sˈɛ.lɐ,2,penultima,pɾo,sˈɛ,lɐ
proceloso,"['pro', 'ce', 'lo', 'so']",pro·ce·lo·so,adjetivo,"['pɾo', 'se', 'lˈo', 'zʊ']",pɾo.se.lˈo.zʊ,2,penultima,se,lˈo,zʊ
prócer,"['pró', 'cer']",pró·cer,nome masculino,"['pɾˈɔ', 'sɛ']",pɾˈɔ.sɛ,2,penultima,,pɾˈɔ,sɛ
prócere,"['pró', 'ce', 're']",pró·ce·re,nome masculino,"['pɾˈɔ', 'se', 'ɾɪ']",pɾˈɔ.se.ɾɪ,3,antepenultima,pɾˈɔ,se,ɾɪ
procero,"['pro', 'ce', 'ro']",pro·ce·ro,adjetivo,"['pɾo', 'sˈɛ', 'ɾʊ']",pɾo.sˈɛ.ɾʊ,2,penultima,pɾo,sˈɛ,ɾʊ
processador,"['pro', 'ces', 'sa', 'dor']",pro·ces·sa·dor,nome masculino,"['pɾo', 'se', 'sa', 'dˈo']",pɾo.se.sa.dˈo,1,ultima,se,sa,dˈo
processamento,"['pro', 'ces', 'sa', 'men', 'to']",pro·ces·sa·men·to,nome masculino,"['pɾo', 'se', 'sã', 'mˈẽ', 'tʊ']",pɾo.se.sã.mˈẽ.tʊ,2,penultima,sã,mˈẽ,tʊ
processão,"['pro', 'ces', 'são']",pro·ces·são,nome feminino,"['pɾo', 'se', 'sˈɐ̃w']",pɾo.se.sˈɐ̃w,1,ultima,pɾo,se,sˈɐ̃w
processar,"['pro', 'ces', 'sar']",pro·ces·sar,verbo,"['pɾo', 'se', 'sˈa']",pɾo.se.sˈa,1,ultima,pɾo,se,sˈa
processional,"['pro', 'ces', 'si', 'o', 'nal']",pro·ces·si·o·nal,adjetivo,"['pɾo', 'se', 'sjõ', 'nˈaw']",pɾo.se.sjõ.nˈaw,1,ultima,se,sjõ,nˈaw
processionalmente,"['pro', 'ces', 'si', 'o', 'nal', 'men', 'te']",pro·ces·si·o·nal·men·te,advérbio,"['pɾo', 'se', 'sjõ', 'naw', 'mˈẽ', 'tʃɪ']",pɾo.se.sjõ.naw.mˈẽ.tʃɪ,2,penultima,naw,mˈẽ,tʃɪ
processionária,"['pro', 'ces', 'si', 'o', 'ná', 'ri', 'a']",pro·ces·si·o·ná·ri·a,nome feminino,"['pɾo', 'se', 'sjõ', 'nˈa', 'ɾjɐ']",pɾo.se.sjõ.nˈa.ɾjɐ,3,antepenultima,sjõ,nˈa,ɾjɐ
processionário,"['pro', 'ces', 'si', 'o', 'ná', 'ri', 'o']",pro·ces·si·o·ná·ri·o,adjetivo,"['pɾo', 'se', 'sjõ', 'nˈa', 'ɾjʊ']",pɾo.se.sjõ.nˈa.ɾjʊ,3,antepenultima,sjõ,nˈa,ɾjʊ
processo,"['pro', 'ces', 'so']",pro·ces·so,nome masculino,"['pɾo', 'sˈɛ', 'sʊ']",pɾo.sˈɛ.sʊ,2,penultima,pɾo,sˈɛ,sʊ
processo-crime,"['pro', 'ces', 'so', 'cri', 'me']",pro·ces·so-cri·me,nome masculino,"['pɾo', 'sˌɛ', 'sʊ', 'kɾˈĩ', 'mɪ']",pɾo.sˌɛ.sʊ.kɾˈĩ.mɪ,1,ultima,sʊ,kɾˈĩ,mɪ
processual,"['pro', 'ces', 'su', 'al']",pro·ces·su·al,adjetivo,"['pɾo', 'se', 'su', 'ˈaw']",pɾo.se.su.ˈaw,1,ultima,se,su,ˈaw
processualmente,"['pro', 'ces', 'su', 'al', 'men', 'te']",pro·ces·su·al·men·te,advérbio,"['pɾo', 'se', 'su', 'aw', 'mˈẽ', 'tʃɪ']",pɾo.se.su.aw.mˈẽ.tʃɪ,2,penultima,aw,mˈẽ,tʃɪ
procissão,"['pro', 'cis', 'são']",pro·cis·são,nome feminino,"['pɾo', 'si', 'sˈɐ̃w']",pɾo.si.sˈɐ̃w,1,ultima,pɾo,si,sˈɐ̃w
proclama,"['pro', 'cla', 'ma']",pro·cla·ma,nome masculino,"['pɾo', 'klˈɐ̃', 'mɐ']",pɾo.klˈɐ̃.mɐ,2,penultima,pɾo,klˈɐ̃,mɐ
proclamação,"['pro', 'cla', 'ma', 'ção']",pro·cla·ma·ção,nome feminino,"['pɾo', 'klã', 'ma', 'sˈɐ̃w']",pɾo.klã.ma.sˈɐ̃w,1,ultima,klã,ma,sˈɐ̃w
proclamado,"['pro', 'cla', 'ma', 'do']",pro·cla·ma·do,adjetivo,"['pɾo', 'klã', 'mˈa', 'dʊ']",pɾo.klã.mˈa.dʊ,2,penultima,klã,mˈa,dʊ
proclamar,"['pro', 'cla', 'mar']",pro·cla·mar,verbo,"['pɾo', 'klã', 'mˈa']",pɾo.klã.mˈa,1,ultima,pɾo,klã,mˈa
procônsul,"['pro', 'côn', 'sul']",pro·côn·sul,nome masculino,"['pɾo', 'kˈõ', 'suw']",pɾo.kˈõ.suw,2,penultima,pɾo,kˈõ,suw
proconsulado,"['pro', 'con', 'su', 'la', 'do']",pro·con·su·la·do,nome masculino,"['pɾo', 'kõ', 'su', 'lˈa', 'dʊ']",pɾo.kõ.su.lˈa.dʊ,2,penultima,su,lˈa,dʊ
proconsular,"['pro', 'con', 'su', 'lar']",pro·con·su·lar,adjetivo,"['pɾo', 'kõ', 'su', 'lˈaɾ']",pɾo.kõ.su.lˈaɾ,1,ultima,kõ,su,lˈaɾ
procriação,"['pro', 'cri', 'a', 'ção']",pro·cri·a·ção,nome feminino,"['pɾo', 'kɾi', 'a', 'sˈɐ̃w']",pɾo.kɾi.a.sˈɐ̃w,1,ultima,kɾi,a,sˈɐ̃w
procriador,"['pro', 'cri', 'a', 'dor']",pro·cri·a·dor,adjetivo,"['pɾo', 'kɾi', 'a', 'dˈo']",pɾo.kɾi.a.dˈo,1,ultima,kɾi,a,dˈo
procriadora,"['pro', 'cri', 'a', 'do', 'ra']",pro·cri·a·do·ra,nome feminino,"['pɾo', 'kɾi', 'a', 'dˈo', 'ɾɐ']",pɾo.kɾi.a.dˈo.ɾɐ,2,penultima,a,dˈo,ɾɐ
procriar,"['pro', 'cri', 'ar']",pro·cri·ar,verbo,"['pɾo', 'kɾi', 'ˈa']",pɾo.kɾi.ˈa,1,ultima,pɾo,kɾi,ˈa
procura,"['pro', 'cu', 'ra']",pro·cu·ra,nome feminino,"['pɾɔ', 'kˈu', 'ɾɐ']",pɾɔ.kˈu.ɾɐ,2,penultima,pɾɔ,kˈu,ɾɐ
