palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
revenerar,verbo,"['re', 've', 'ne', 'rar']",-1,"['ɦe', 'vẽ', 'ne', 'ɾˈaɾ']",-1
revenir,verbo,"['re', 've', 'nir']",-1,"['ɦe', 'vẽ', 'nˈi']",-1
rever,verbo,"['re', 'ver']",-1,"['ɦe', 'vˈe']",-1
reverberação,nome feminino,"['re', 'ver', 'be', 'ra', 'ção']",-1,"['ɦe', 'veɦ', 'be', 'ɾa', 'sˈɐ̃w']",-1
reverberante,adjetivo,"['re', 'ver', 'be', 'ran', 'te']",-2,"['ɦe', 'veɦ', 'be', 'ɾˈɐ̃', 'tʃɪ']",-2
reverberar,verbo,"['re', 'ver', 'be', 'rar']",-1,"['ɦe', 'veɦ', 'be', 'ɾˈa']",-1
reverdade,nome feminino,"['re', 'ver', 'da', 'de']",-2,"['ɦe', 'veɦ', 'dˈa', 'dʒɪ']",-2
reverdejante,adjetivo,"['re', 'ver', 'de', 'jan', 'te']",-2,"['ɦe', 'veɦ', 'de', 'ʒˈɐ̃', 'tʃɪ']",-2
reverdejar,verbo,"['re', 'ver', 'de', 'jar']",-1,"['ɦe', 'veɦ', 'de', 'ʒˈaɾ']",-1
reverência,nome feminino,"['re', 've', 'rên', 'ci', 'a']",-3,"['ɦe', 've', 'ɾˈẽ', 'sjɐ']",-2
reverencial,adjetivo,"['re', 've', 'ren', 'ci', 'al']",-1,"['ɦe', 've', 'ɾẽ', 'si', 'ˈaw']",-1
reverenciar,verbo,"['re', 've', 'ren', 'ci', 'ar']",-1,"['ɦe', 've', 'ɾẽ', 'si', 'ˈa']",-1
reverenciosamente,advérbio,"['re', 've', 'ren', 'ci', 'o', 'sa', 'men', 'te']",-2,"['ɦe', 've', 'ɾẽ', 'sjɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
reverencioso,adjetivo,"['re', 've', 'ren', 'ci', 'o', 'so']",-2,"['ɦe', 've', 'ɾẽ', 'sjˈo', 'zʊ']",-2
reverenda,nome feminino,"['re', 've', 'ren', 'da']",-2,"['ɦe', 've', 'ɾˈẽ', 'dɐ']",-2
reverendíssimo,adjetivo,"['re', 've', 'ren', 'dís', 'si', 'mo']",-3,"['ɦe', 've', 'ɾẽ', 'dʒˈi', 'sĩ', 'mʊ']",-3
reverendíssimo,nome masculino,"['re', 've', 'ren', 'dís', 'si', 'mo']",-3,"['ɦe', 've', 'ɾẽ', 'dʒˈi', 'sĩ', 'mʊ']",-3
reverendo,nome masculino,"['re', 've', 'ren', 'do']",-2,"['ɦe', 've', 'ɾˈẽ', 'dʊ']",-2
reverendo,adjetivo,"['re', 've', 'ren', 'do']",-2,"['ɦe', 've', 'ɾˈẽ', 'dʊ']",-2
reverente,adjetivo,"['re', 've', 'ren', 'te']",-2,"['ɦe', 've', 'ɾˈẽ', 'tʃɪ']",-2
reverentemente,advérbio,"['re', 've', 'ren', 'te', 'men', 'te']",-2,"['ɦe', 've', 'ɾẽ', 'tẽ', 'mˈẽ', 'tʃɪ']",-2
reveria,nome feminino,"['re', 've', 'ri', 'a']",-2,"['ɦe', 've', 'ɾˈi', 'ɐ']",-2
reverificação,nome feminino,"['re', 've', 'ri', 'fi', 'ca', 'ção']",-1,"['ɦe', 've', 'ɾi', 'fi', 'ka', 'sˈɐ̃w']",-1
reverificador,adjetivo,"['re', 've', 'ri', 'fi', 'ca', 'dor']",-1,"['ɦe', 've', 'ɾi', 'fi', 'ka', 'dˈoɾ']",-1
reverificador,nome masculino,"['re', 've', 'ri', 'fi', 'ca', 'dor']",-1,"['ɦe', 've', 'ɾi', 'fi', 'ka', 'dˈoɾ']",-1
reverificar,verbo,"['re', 've', 'ri', 'fi', 'car']",-1,"['ɦe', 've', 'ɾi', 'fi', 'kˈaɾ']",-1
revermelhar,verbo,"['re', 'ver', 'me', 'lhar']",-1,"['ɦe', 'veɦ', 'me', 'ʎˈaɾ']",-1
reversado,nome masculino,"['re', 'ver', 'sa', 'do']",-2,"['ɦe', 'veh', 'sˈa', 'dʊ']",-2
reversal,adjetivo,"['re', 'ver', 'sal']",-1,"['ɦe', 'veh', 'sˈaw']",-1
reversão,nome feminino,"['re', 'ver', 'são']",-1,"['ɦe', 'veh', 'sˈɐ̃w']",-1
reversar,verbo,"['re', 'ver', 'sar']",-1,"['ɦe', 'veh', 'sˈa']",-1
reversibilidade,nome feminino,"['re', 'ver', 'si', 'bi', 'li', 'da', 'de']",-2,"['ɦe', 'veh', 'si', 'bi', 'li', 'dˈa', 'dʒɪ']",-2
reversível,adjetivo,"['re', 'ver', 'sí', 'vel']",-2,"['ɦe', 'veh', 'sˈi', 'vew']",-2
reverso,nome masculino,"['re', 'ver', 'so']",-2,"['ɦe', 'vˈɛh', 'sʊ']",-2
reverso,adjetivo,"['re', 'ver', 'so']",-2,"['ɦe', 'vˈɛh', 'sʊ']",-2
revertente,adjetivo,"['re', 'ver', 'ten', 'te']",-2,"['ɦe', 'veh', 'tˈẽ', 'tʃɪ']",-2
reverter,verbo,"['re', 'ver', 'ter']",-1,"['ɦe', 'veh', 'tˈe']",-1
revertível,adjetivo,"['re', 'ver', 'tí', 'vel']",-2,"['ɦe', 'veh', 'tʃˈi', 'vew']",-2
revés,nome masculino,"['re', 'vés']",-1,"['ɦe', 'vˈɛʃ']",-1
revessa,nome feminino,"['re', 'ves', 'sa']",-2,"['ɦe', 'vˈɛ', 'sɐ']",-2
revessar,verbo,"['re', 'ves', 'sar']",-1,"['ɦe', 've', 'sˈa']",-1
revesso,adjetivo,"['re', 'ves', 'so']",-2,"['ɦe', 'vˈe', 'sʊ']",-2
revestido,adjetivo,"['re', 'ves', 'ti', 'do']",-2,"['ɦe', 'veʃ', 'tʃˈi', 'dʊ']",-2
revestimento,nome masculino,"['re', 'ves', 'ti', 'men', 'to']",-2,"['ɦe', 'veʃ', 'tʃĩ', 'mˈẽ', 'tʊ']",-2
revestir,verbo,"['re', 'ves', 'tir']",-1,"['ɦe', 'veʃ', 'tʃˈi']",-1
revezamento,nome masculino,"['re', 've', 'za', 'men', 'to']",-2,"['ɦe', 've', 'zã', 'mˈẽ', 'tʊ']",-2
revezar,verbo,"['re', 've', 'zar']",-1,"['ɦe', 've', 'zˈa']",-1
revezeiro,nome masculino,"['re', 've', 'zei', 'ro']",-2,"['ɦe', 've', 'zˈej', 'ɾʊ']",-2
revezes,nome feminino,"['re', 've', 'zes']",-2,"['ɦe', 'vˈe', 'zɪʃ']",-2
revezo,nome masculino,"['re', 've', 'zo']",-2,"['ɦe', 'vˈe', 'zʊ']",-2
revibração,nome feminino,"['re', 'vi', 'bra', 'ção']",-1,"['ɦe', 'vi', 'bɾa', 'sˈɐ̃w']",-1
revibrar,verbo,"['re', 'vi', 'brar']",-1,"['ɦe', 'vi', 'bɾˈaɾ']",-1
reviçar,verbo,"['re', 'vi', 'çar']",-1,"['ɦe', 'vi', 'sˈaɾ']",-1
reviço,nome masculino,"['re', 'vi', 'ço']",-2,"['ɦe', 'vˈi', 'sʊ']",-2
revida,adjetivo,"['re', 'vi', 'da']",-2,"['ɦe', 'vˈi', 'dɐ']",-2
revidar,verbo,"['re', 'vi', 'dar']",-1,"['ɦe', 'vi', 'dˈaɾ']",-1
revide,nome masculino,"['re', 'vi', 'de']",-2,"['ɦe', 'vˈi', 'dʒɪ']",-2
revido,nome masculino,"['re', 'vi', 'do']",-2,"['ɦe', 'vˈi', 'dʊ']",-2
revigorante,adjetivo,"['re', 'vi', 'go', 'ran', 'te']",-2,"['ɦe', 'vi', 'go', 'ɾˈɐ̃', 'tʃɪ']",-2
revigorar,verbo,"['re', 'vi', 'go', 'rar']",-1,"['ɦe', 'vi', 'go', 'ɾˈa']",-1
revinda,nome feminino,"['re', 'vin', 'da']",-2,"['ɦe', 'vˈĩ', 'dɐ']",-2
revindicação,nome feminino,"['re', 'vin', 'di', 'ca', 'ção']",-1,"['ɦe', 'vĩ', 'dʒi', 'ka', 'sˈɐ̃w']",-1
revindicta,nome feminino,"['re', 'vin', 'dic', 'ta']",-2,"['ɦe', 'vĩ', 'dʒˈi', 'kə', 'tɐ']",-3
revindo,adjetivo,"['re', 'vin', 'do']",-2,"['ɦe', 'vˈĩ', 'dʊ']",-2
revindo,nome masculino,"['re', 'vin', 'do']",-2,"['ɦe', 'vˈĩ', 'dʊ']",-2
revingar,verbo,"['re', 'vin', 'gar']",-1,"['ɦe', 'vĩ', 'gˈaɾ']",-1
revir,verbo,"['re', 'vir']",-1,"['ɦe', 'vˈi']",-1
revira,nome masculino,"['re', 'vi', 'ra']",-2,"['ɦe', 'vˈi', 'ɾɐ']",-2
revirado,adjetivo,"['re', 'vi', 'ra', 'do']",-2,"['ɦe', 'vi', 'ɾˈa', 'dʊ']",-2
reviralhista,nome masculino,"['re', 'vi', 'ra', 'lhis', 'ta']",-2,"['ɦe', 'vi', 'ɾa', 'ʎˈiʃ', 'tɐ']",-2
reviralho,nome masculino,"['re', 'vi', 'ra', 'lho']",-2,"['ɦe', 'vi', 'ɾˈa', 'ʎʊ']",-2
revirar,verbo,"['re', 'vi', 'rar']",-1,"['ɦe', 'vi', 'ɾˈa']",-1
reviravolta,nome feminino,"['re', 'vi', 'ra', 'vol', 'ta']",-2,"['ɦe', 'vi', 'ɾa', 'vˈɔw', 'tɐ']",-2
revisão,nome feminino,"['re', 'vi', 'são']",-1,"['ɦe', 'vi', 'zˈɐ̃w']",-1
revisar,verbo,"['re', 'vi', 'sar']",-1,"['ɦe', 'vi', 'zˈa']",-1
