palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
laureado,nome masculino,"['lau', 're', 'a', 'do']",-2,"['law', 'ɾi', 'ˈa', 'dʊ']",-2
laureado,adjetivo,"['lau', 're', 'a', 'do']",-2,"['law', 'ɾi', 'ˈa', 'dʊ']",-2
laurear,verbo,"['lau', 're', 'ar']",-1,"['law', 'ɾi', 'ˈa']",-1
laurel,nome masculino,"['lau', 'rel']",-1,"['law', 'ɾˈɛw']",-1
laurentina,nome feminino,"['lau', 'ren', 'ti', 'na']",-2,"['law', 'ɾẽ', 'tʃˈĩ', 'nɐ']",-2
laurentino,nome masculino,"['lau', 'ren', 'ti', 'no']",-2,"['law', 'ɾẽ', 'tʃˈĩ', 'nʊ']",-2
laurentino,adjetivo,"['lau', 'ren', 'ti', 'no']",-2,"['law', 'ɾẽ', 'tʃˈĩ', 'nʊ']",-2
lausperene,nome masculino,"['laus', 'pe', 're', 'ne']",-2,"['lawʃ', 'pe', 'ɾˈɛ̃', 'nɪ']",-2
lautamente,advérbio,"['lau', 'ta', 'men', 'te']",-2,"['law', 'tã', 'mˈẽ', 'tʃɪ']",-2
lauto,adjetivo,"['lau', 'to']",-2,"['lˈaw', 'tʊ']",-2
lava,nome feminino,"['la', 'va']",-2,"['lˈa', 'vɐ']",-2
lava-louça,nome masculino,"['la', 'va', 'lou', 'ça']",-2,"['lˌa', 'vɐ', 'lˈo', 'sɐ']",-2
lava-louças,nome masculino,"['la', 'va', 'lou', 'ças']",-2,"['lˌa', 'vɐ', 'lˈo', 'sɐʃ']",-2
lava-pé,nome masculino,"['la', 'va', 'pé']",-1,"['lˌa', 'vɐ', 'pˈɛ']",-1
lava-pés,nome masculino,"['la', 'va', 'pés']",-1,"['lˌa', 'vɐ', 'pˈɛʃ']",-1
lavabo,nome masculino,"['la', 'va', 'bo']",-2,"['la', 'vˈa', 'bʊ']",-2
lavada,nome feminino,"['la', 'va', 'da']",-2,"['la', 'vˈa', 'dɐ']",-2
lavadeira,nome feminino,"['la', 'va', 'dei', 'ra']",-2,"['la', 'va', 'dˈej', 'ɾɐ']",-2
lavadeiro,adjetivo,"['la', 'va', 'dei', 'ro']",-2,"['la', 'va', 'dˈej', 'ɾʊ']",-2
lavado,adjetivo,"['la', 'va', 'do']",-2,"['la', 'vˈa', 'dʊ']",-2
lavado,nome masculino,"['la', 'va', 'do']",-2,"['la', 'vˈa', 'dʊ']",-2
lavador,nome masculino,"['la', 'va', 'dor']",-1,"['la', 'va', 'dˈo']",-1
lavador,adjetivo,"['la', 'va', 'dor']",-1,"['la', 'va', 'dˈo']",-1
lavadouro,adjetivo,"['la', 'va', 'dou', 'ro']",-2,"['la', 'va', 'dˈo', 'ɾʊ']",-2
lavadouro,nome masculino,"['la', 'va', 'dou', 'ro']",-2,"['la', 'va', 'dˈo', 'ɾʊ']",-2
lavagante,nome masculino,"['la', 'va', 'gan', 'te']",-2,"['la', 'va', 'gˈɐ̃', 'tʃɪ']",-2
lavagem,nome feminino,"['la', 'va', 'gem']",-2,"['la', 'vˈa', 'ʒẽj']",-2
lavajar,verbo,"['la', 'va', 'jar']",-1,"['la', 'va', 'ʒˈa']",-1
lavajo,nome masculino,"['la', 'va', 'jo']",-2,"['la', 'vˈa', 'ʒʊ']",-2
lavanda,nome feminino,"['la', 'van', 'da']",-2,"['la', 'vˈɐ̃', 'dɐ']",-2
lavandaria,nome feminino,"['la', 'van', 'da', 'ri', 'a']",-2,"['la', 'vɐ̃', 'da', 'ɾˈi', 'ɐ']",-2
lavandeira,nome feminino,"['la', 'van', 'dei', 'ra']",-2,"['la', 'vɐ̃', 'dˈej', 'ɾɐ']",-2
lavar,verbo,"['la', 'var']",-1,"['la', 'vˈa']",-1
lavatório,nome masculino,"['la', 'va', 'tó', 'ri', 'o']",-3,"['la', 'va', 'tˈɔ', 'ɾjʊ']",-2
lavável,adjetivo,"['la', 'vá', 'vel']",-2,"['la', 'vˈa', 'vew']",-2
lávico,adjetivo,"['lá', 'vi', 'co']",-3,"['lˈa', 'vi', 'kʊ']",-3
lavor,nome masculino,"['la', 'vor']",-1,"['la', 'vˈo']",-1
lavorar,verbo,"['la', 'vo', 'rar']",-1,"['la', 'vo', 'ɾˈa']",-1
lavoura,nome feminino,"['la', 'vou', 'ra']",-2,"['la', 'vˈo', 'ɾɐ']",-2
lavourar,verbo,"['la', 'vou', 'rar']",-1,"['la', 'vo', 'ɾˈa']",-1
lavra,nome feminino,"['la', 'vra']",-2,"['lˈa', 'vɾɐ']",-2
lavrada,nome feminino,"['la', 'vra', 'da']",-2,"['la', 'vɾˈa', 'dɐ']",-2
lavradeira,nome feminino,"['la', 'vra', 'dei', 'ra']",-2,"['la', 'vɾa', 'dˈej', 'ɾɐ']",-2
lavradeiro,adjetivo,"['la', 'vra', 'dei', 'ro']",-2,"['la', 'vɾa', 'dˈej', 'ɾʊ']",-2
lavradio,adjetivo,"['la', 'vra', 'di', 'o']",-2,"['la', 'vɾa', 'dʒˈi', 'ʊ']",-2
lavradio,nome masculino,"['la', 'vra', 'di', 'o']",-2,"['la', 'vɾa', 'dʒˈi', 'ʊ']",-2
lavrado,adjetivo,"['la', 'vra', 'do']",-2,"['la', 'vɾˈa', 'dʊ']",-2
lavrado,nome masculino,"['la', 'vra', 'do']",-2,"['la', 'vɾˈa', 'dʊ']",-2
lavrador,nome masculino,"['la', 'vra', 'dor']",-1,"['la', 'vɾa', 'dˈo']",-1
lavrador,adjetivo,"['la', 'vra', 'dor']",-1,"['la', 'vɾa', 'dˈo']",-1
