palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
maometano,adjetivo,"['mao', 'me', 'ta', 'no']",-2,"['ma', 'õ', 'me', 'tˈɐ̃', 'nʊ']",-2
maometano,nome masculino,"['mao', 'me', 'ta', 'no']",-2,"['ma', 'õ', 'me', 'tˈɐ̃', 'nʊ']",-2
maori,adjetivo,"['ma', 'o', 'ri']",-1,"['ma', 'ɔ', 'ɾˈi']",-1
maori,nome masculino,"['ma', 'o', 'ri']",-1,"['ma', 'ɔ', 'ɾˈi']",-1
maori,nome feminino,"['ma', 'o', 'ri']",-1,"['ma', 'ɔ', 'ɾˈi']",-1
mãos-largas,nome masculino,"['mãos', 'lar', 'gas']",-2,"['mˌɐ̃wʒ', 'lˈaɦ', 'gɐʃ']",-2
mãozinha,nome feminino,"['mão', 'zi', 'nha']",-2,"['mɐ̃w', 'zˈĩ', 'ɲɐ']",-2
mapa,nome masculino,"['ma', 'pa']",-2,"['mˈa', 'pɐ']",-2
mapa-múndi,nome masculino,"['ma', 'pa', 'mún', 'di']",-2,"['mˌa', 'pɐ', 'mˈũ', 'dʒɪ']",-2
mapa-mundo,nome masculino,"['ma', 'pa', 'mun', 'do']",-2,"['mˌa', 'pɐ', 'mˈũ', 'dʊ']",-2
mapeamento,nome masculino,"['ma', 'pe', 'a', 'men', 'to']",-2,"['ma', 'pe', 'ã', 'mˈẽ', 'tʊ']",-2
mapear,verbo,"['ma', 'pe', 'ar']",-1,"['ma', 'pi', 'ˈa']",-1
maple,nome masculino,"['ma', 'ple']",-2,[''],0
maque,nome masculino,"['ma', 'que']",-2,"['mˈa', 'kɪ']",-2
maqueiro,adjetivo,"['ma', 'quei', 'ro']",-2,"['ma', 'kˈej', 'ɾʊ']",-2
maqueiro,nome masculino,"['ma', 'quei', 'ro']",-2,"['ma', 'kˈej', 'ɾʊ']",-2
maquela,nome feminino,"['ma', 'que', 'la']",-2,"['ma', 'kˈɛ', 'lɐ']",-2
maqueta,nome feminino,"['ma', 'que', 'ta']",-2,"['ma', 'kˈe', 'tɐ']",-2
maquetagem,nome feminino,"['ma', 'que', 'ta', 'gem']",-2,"['ma', 'ke', 'tˈa', 'ʒẽj']",-2
maquete,nome feminino,"['ma', 'que', 'te']",-2,"['ma', 'kˈe', 'tʃɪ']",-2
maquetista,adjetivo,"['ma', 'que', 'tis', 'ta']",-2,"['ma', 'ke', 'tʃˈiʃ', 'tɐ']",-2
maquetista,nome masculino,"['ma', 'que', 'tis', 'ta']",-2,"['ma', 'ke', 'tʃˈiʃ', 'tɐ']",-2
maquetista,nome feminino,"['ma', 'que', 'tis', 'ta']",-2,"['ma', 'ke', 'tʃˈiʃ', 'tɐ']",-2
maqui,nome masculino,"['ma', 'qui']",-1,"['ma', 'kˈi']",-1
maquia,nome feminino,"['ma', 'qui', 'a']",-2,"['ma', 'kˈi', 'ɐ']",-2
maquiar,verbo,"['ma', 'qui', 'ar']",-1,"['ma', 'ki', 'ˈa']",-1
maquiavelicamente,advérbio,"['ma', 'qui', 'a', 've', 'li', 'ca', 'men', 'te']",-2,"['ma', 'ki', 'a', 'vɛ', 'li', 'kã', 'mˈẽ', 'tʃɪ']",-2
maquiavélico,adjetivo,"['ma', 'qui', 'a', 'vé', 'li', 'co']",-3,"['ma', 'ki', 'a', 'vˈɛ', 'li', 'kʊ']",-3
maquiavelismo,nome masculino,"['ma', 'qui', 'a', 've', 'lis', 'mo']",-2,"['ma', 'ki', 'a', 've', 'lˈiʒ', 'mʊ']",-2
maquilhador,nome masculino,"['ma', 'qui', 'lha', 'dor']",-1,"['ma', 'ki', 'ʎa', 'dˈo']",-1
maquilhagem,nome feminino,"['ma', 'qui', 'lha', 'gem']",-2,"['ma', 'ki', 'ʎˈa', 'ʒẽj']",-2
maquilhar,verbo,"['ma', 'qui', 'lhar']",-1,"['ma', 'ki', 'ʎˈa']",-1
máquina,nome feminino,"['má', 'qui', 'na']",-3,"['mˈa', 'kĩ', 'nɐ']",-3
maquinação,nome feminino,"['ma', 'qui', 'na', 'ção']",-1,"['ma', 'kĩ', 'na', 'sˈɐ̃w']",-1
maquinal,adjetivo,"['ma', 'qui', 'nal']",-1,"['ma', 'kĩ', 'nˈaw']",-1
maquinalmente,advérbio,"['ma', 'qui', 'nal', 'men', 'te']",-2,"['ma', 'kĩ', 'naw', 'mˈẽ', 'tʃɪ']",-2
maquinar,verbo,"['ma', 'qui', 'nar']",-1,"['ma', 'kĩ', 'nˈa']",-1
maquinaria,nome feminino,"['ma', 'qui', 'na', 'ri', 'a']",-2,"['ma', 'kĩ', 'na', 'ɾˈi', 'ɐ']",-2
maquineta,nome feminino,"['ma', 'qui', 'ne', 'ta']",-2,"['ma', 'kĩ', 'nˈe', 'tɐ']",-2
maquinismo,nome masculino,"['ma', 'qui', 'nis', 'mo']",-2,"['ma', 'kĩ', 'nˈiʒ', 'mʊ']",-2
maquinista,nome masculino,"['ma', 'qui', 'nis', 'ta']",-2,"['ma', 'kĩ', 'nˈiʃ', 'tɐ']",-2
