palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
queimador,nome masculino,"['quei', 'ma', 'dor']",-1,"['kẽj', 'ma', 'dˈo']",-1
queimador,adjetivo,"['quei', 'ma', 'dor']",-1,"['kẽj', 'ma', 'dˈo']",-1
queimadura,nome feminino,"['quei', 'ma', 'du', 'ra']",-2,"['kẽj', 'ma', 'dˈu', 'ɾɐ']",-2
queimar,verbo,"['quei', 'mar']",-1,"['kẽj', 'mˈa']",-1
queimo,nome masculino,"['quei', 'mo']",-2,"['kˈẽj', 'mʊ']",-2
queimoso,adjetivo,"['quei', 'mo', 'so']",-2,"['kẽj', 'mˈo', 'zʊ']",-2
queiró,nome feminino,"['quei', 'ró']",-1,"['kej', 'ɾˈɔ']",-1
queiroga,nome feminino,"['quei', 'ro', 'ga']",-2,"['kej', 'ɾˈɔ', 'gɐ']",-2
queixa,nome feminino,"['quei', 'xa']",-2,"['kˈej', 'ʃɐ']",-2
queixa-crime,nome feminino,"['quei', 'xa', 'cri', 'me']",-2,"['kˌej', 'ʃɐ', 'kɾˈĩ', 'mɪ']",-2
queixada,nome feminino,"['quei', 'xa', 'da']",-2,"['kej', 'ʃˈa', 'dɐ']",-2
queixar,verbo,"['quei', 'xar']",-1,"['kej', 'ʃˈa']",-1
queixo,nome masculino,"['quei', 'xo']",-2,"['kˈej', 'ʃʊ']",-2
queixosa,nome feminino,"['quei', 'xo', 'sa']",-2,"['kej', 'ʃˈɔ', 'zɐ']",-2
queixosamente,advérbio,"['quei', 'xo', 'sa', 'men', 'te']",-2,"['kej', 'ʃɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
queixoso,adjetivo,"['quei', 'xo', 'so']",-2,"['kej', 'ʃˈo', 'zʊ']",-2
queixoso,nome masculino,"['quei', 'xo', 'so']",-2,"['kej', 'ʃˈo', 'zʊ']",-2
queixume,nome masculino,"['quei', 'xu', 'me']",-2,"['kej', 'ʃˈũ', 'mɪ']",-2
quejando,adjetivo,"['que', 'jan', 'do']",-2,"['ke', 'ʒˈɐ̃', 'dʊ']",-2
quejando,nome masculino,"['que', 'jan', 'do']",-2,"['ke', 'ʒˈɐ̃', 'dʊ']",-2
quele,nome masculino,"['que', 'le']",-2,"['kˈɛ', 'lɪ']",-2
quelha,nome feminino,"['que', 'lha']",-2,"['kˈe', 'ʎɐ']",-2
quelimane,nome masculino,"['que', 'li', 'ma', 'ne']",-2,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",-2
quelimane,adjetivo,"['que', 'li', 'ma', 'ne']",-2,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",-2
quelimane,nome feminino,"['que', 'li', 'ma', 'ne']",-2,"['ke', 'lĩ', 'mˈɐ̃', 'nɪ']",-2
quem,pronome,['quem'],-1,['kˈẽj'],-1
quem,pronome,['quem'],-1,['kˈẽj'],-1
quem,pronome,['quem'],-1,['kˈẽj'],-1
queniana,nome feminino,"['que', 'ni', 'a', 'na']",-2,"['kẽ', 'ni', 'ˈɐ̃', 'nɐ']",-2
queniano,adjetivo,"['que', 'ni', 'a', 'no']",-2,"['kẽ', 'ni', 'ˈɐ̃', 'nʊ']",-2
queniano,nome masculino,"['que', 'ni', 'a', 'no']",-2,"['kẽ', 'ni', 'ˈɐ̃', 'nʊ']",-2
quentar,verbo,"['quen', 'tar']",-1,"['kẽ', 'tˈa']",-1
quente,nome masculino,"['quen', 'te']",-2,"['kˈẽ', 'tʃɪ']",-2
quente,adjetivo,"['quen', 'te']",-2,"['kˈẽ', 'tʃɪ']",-2
quentura,nome feminino,"['quen', 'tu', 'ra']",-2,"['kẽ', 'tˈu', 'ɾɐ']",-2
quépi,nome masculino,"['qué', 'pi']",-2,"['kˈɛ', 'pɪ']",-2
queque,nome masculino,"['que', 'que']",-2,"['kˈɛ', 'kɪ']",-2
queque,adjetivo,"['que', 'que']",-2,"['kˈɛ', 'kɪ']",-2
quer,conjunção,['quer'],-1,['kˈeɾ'],-1
querar,verbo,"['que', 'rar']",-1,"['ke', 'ɾˈa']",-1
