palavra,divisao,categoria,fonetica,tonic
lança-mísseis,"['lan', 'ça', 'mís', 'seis']",nome masculino,"['lˌɐ̃', 'sɐ', 'mˈi', 'sejʃ']",2
lança-torpedos,"['lan', 'ça', 'tor', 'pe', 'dos']",nome masculino,"['lˌɐ̃', 'sɐ', 'toh', 'pˈe', 'dʊ']",2
lançada,"['lan', 'ça', 'da']",nome feminino,"['lɐ̃', 'sˈa', 'dɐ']",2
lançadeira,"['lan', 'ça', 'dei', 'ra']",nome feminino,"['lɐ̃', 'sa', 'dˈej', 'ɾɐ']",2
lançado,"['lan', 'ça', 'do']",nome masculino,"['lɐ̃', 'sˈa', 'dʊ']",2
lançado,"['lan', 'ça', 'do']",adjetivo,"['lɐ̃', 'sˈa', 'dʊ']",2
lançador,"['lan', 'ça', 'dor']",nome masculino,"['lɐ̃', 'sa', 'dˈo']",1
lançador,"['lan', 'ça', 'dor']",adjetivo,"['lɐ̃', 'sa', 'dˈo']",1
lançadora,"['lan', 'ça', 'do', 'ra']",nome feminino,"['lɐ̃', 'sa', 'dˈo', 'ɾɐ']",2
lançamento,"['lan', 'ça', 'men', 'to']",nome masculino,"['lɐ̃', 'sã', 'mˈẽ', 'tʊ']",2
lançar,"['lan', 'çar']",verbo,"['lɐ̃', 'sˈa']",1
lance,"['lan', 'ce']",nome masculino,"['lˈɐ̃', 'sɪ']",2
lancear,"['lan', 'ce', 'ar']",verbo,"['lɐ̃', 'si', 'ˈa']",1
lanceiro,"['lan', 'cei', 'ro']",nome masculino,"['lɐ̃', 'sˈej', 'ɾʊ']",2
lanceiros,"['lan', 'cei', 'ros']",nome masculino,"['lɐ̃', 'sˈej', 'ɾʊʃ']",2
lanceolado,"['lan', 'ce', 'o', 'la', 'do']",adjetivo,"['lɐ̃', 'sjo', 'lˈa', 'dʊ']",2
lancetar,"['lan', 'ce', 'tar']",verbo,"['lɐ̃', 'se', 'tˈa']",1
lancha,"['lan', 'cha']",nome feminino,"['lˈɐ̃', 'ʃɐ']",2
lanchar,"['lan', 'char']",verbo,"['lɐ̃', 'ʃˈa']",1
lanche,"['lan', 'che']",nome masculino,"['lˈɐ̃', 'ʃɪ']",2
lancheira,"['lan', 'chei', 'ra']",nome feminino,"['lɐ̃', 'ʃˈej', 'ɾɐ']",2
